,ID,Address,Suburb,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average,closest_primary_school,distance_to_closest_primary,primary_school_ranking,closest_secondary_school,distance_to_closest_secondary,secondary_school_ranking
95,ID746232296,2/45 Hoffmans Rd,ESSENDON WEST,3,t,970000.0,24/09/2016,2.0,2.0,356.0,8.0,-37.7493,144.8901,22253.0,2415.4025715149373,18,False,1144.33,6845.67,375.67,St John Bosco's School,635.2098977703015,not ranked,Rosehill Secondary College,451.6564675333092,239
96,ID631231988,12 Simpson St,NORTHCOTE,6,h,2000000.0,4/06/2016,2.0,2.0,772.0,27.0,-37.7813,145.0065,19929.0,280.6952244533855,21,False,136.33,302.67,42.0,Westgarth Primary School,543.8618314855084,115,Santa Maria College,1268.5627659225356,137
97,ID881825222,23 Castlemaine St,YARRAVILLE,3,h,1380000.0,27/11/2016,2.0,2.0,235.0,109.0,-37.815,144.8928,19996.0,269.251701284778,12,True,703.67,1502.0,135.67,St Augustine's School,293.2061294351292,not ranked,Gilmore College For Girls,1779.6462771098252,387
98,ID966887787,10 Dawe Ct,HOPPERS CROSSING,3,h,515000.0,3/06/2017,1.0,2.0,565.0,22.0,-37.86852,144.68039,19922.0,2442.0032000896217,31,False,512.0,1119.67,175.67,Cambridge Primary School,431.3632005567512,494,The Grange P-12 College,1251.425240883125,312
99,ID300814475,3/1 Garden Ct,ELWOOD,2,u,875000.0,26/07/2016,1.0,1.0,0.0,89.0,-37.8725,144.9854,19956.0,787.7643454393168,19,False,1566.67,8895.33,491.0,Yesodei HaTorah College,186.24675136221956,277,Yesodei HaTorah College,186.24675136221956,38
100,ID658988679,18 Industry La,COBURG,2,t,570000.0,28/08/2016,1.0,1.0,0.0,119.0,-37.7367,144.9701,19964.0,730.4199462584266,23,False,1071.33,5783.67,419.67,St Paul's School,317.21373433302045,211,Australian International Academy of Education,352.5098197264415,not ranked
101,ID682477898,4 Platypus Ct,MARIBYRNONG,5,h,1150000.0,10/09/2016,3.0,2.0,446.0,17.0,-37.7712,144.8763,20027.0,3278.9047584603163,-1,False,610.0,1743.67,228.0,St Margaret's Primary School,1382.656073862365,216,Maribyrnong Secondary College,1400.4622111066574,not ranked
102,ID781151229,111/101 Grattan St,CARLTON,2,u,610250.0,7/05/2016,1.0,1.0,0.0,25.0,-37.8009,144.9662,19842.0,1054.9825851031626,4,False,97.67,243.0,33.0,Carlton Gardens Primary School,318.0629775756654,199,Academy of Mary Immaculate,786.9123204979292,144
103,ID869734640,72b David St,HAMPTON,2,t,890000.0,7/05/2016,2.0,2.0,181.0,59.0,-37.9433,145.019,19948.0,1489.5939632043949,36,False,198.0,505.67,67.33,Sandringham Primary School,978.0604820910949,353,Sandringham College,1534.0774660781792,304
104,ID528176566,13 Gunnedah St,ALBION,3,h,760000.0,27/11/2016,1.0,2.0,534.0,49.0,-37.7789,144.8209,20004.0,362.3105445019922,22,False,268.33,736.0,128.33,Albion Primary School,135.85070329783989,not ranked,Sunshine College,1468.4587980594113,233
105,ID924013247,1/91 Truganini Rd,CARNEGIE,2,u,620000.0,3/06/2017,1.0,2.0,158.0,49.0,-37.89267,145.05473999999995,19920.0,790.9494893022108,22,False,3767.67,18925.0,2042.33,Carnegie Primary School,215.94240028475593,77,Kilvington Grammar School,1411.592825077472,37
106,ID178074228,1 Knutsford St,BALWYN,4,h,2900000.0,22/05/2016,3.0,2.0,596.0,39.0,-37.815,145.076,19893.0,1151.4707579831372,23,False,925.67,4701.33,308.67,Fintona Girls' School,380.83395153829434,5,Fintona Girls' School,380.83395153829434,not ranked
107,ID971823867,3/238 Cumberland Rd,PASCOE VALE,2,u,496000.0,13/05/2017,1.0,1.0,136.0,59.0,-37.7218,144.9406,20034.0,1478.7498176274594,23,False,705.33,5479.67,335.0,Pascoe Vale North Primary School,696.4611154330653,not ranked,Pascoe Vale Girls Secondary College,651.2249526106726,not ranked
108,ID783462742,2/123 Waterdale Rd,IVANHOE,3,t,975000.0,24/06/2017,2.0,1.0,103.0,22.0,-37.76676,145.04333,19933.0,300.94386957358097,27,False,92.33,260.0,36.67,Ivanhoe Primary School,37.17395739078247,100,Ivanhoe Girls' Grammar School,341.23806520115573,49
109,ID171136342,23 Jacana St,CHADSTONE,3,h,1000000.0,27/11/2016,1.0,2.0,630.0,59.0,-37.8838,145.102,19840.0,1440.25842528739,34,True,1540.67,6062.33,477.67,St Mary Magdalen's School,453.4483648508343,not ranked,Salesian College,193.66416149067666,153
110,ID714928548,213/253 Bridge Rd,RICHMOND,1,u,370000.0,8/04/2017,1.0,1.0,3512.0,8.0,-37.8183,144.9979,19978.0,680.8714373942611,9,False,885.0,1901.0,227.67,Richmond West Primary School,554.0355748375139,452,Lynall Hall Community School,433.5650092527256,559
111,ID231768837,38 Whalley St,NORTHCOTE,4,h,1650000.0,27/05/2017,3.0,4.0,423.0,119.0,-37.76969,145.00718,20016.0,1047.5529362899033,22,False,142.0,344.67,39.33,Westgarth Primary School,768.1659243432592,115,Santa Maria College,420.161650116482,137
112,ID184913701,39 Morley St,GLENROY,3,h,806500.0,3/12/2016,1.0,2.0,766.0,54.0,-37.6988,144.9372,20032.0,1871.9731223241452,28,False,1683.67,8938.67,509.33,Belle Vue Park Primary School,650.6515093808272,not ranked,Glenroy Private,708.3108291936642,not ranked
113,ID158340537,1/1 Dundee Av,CHADSTONE,4,h,995000.0,12/08/2017,2.0,1.0,402.0,59.0,-37.88658,145.09297,19839.0,1370.6783052356607,31,False,1593.33,6648.33,530.0,Oakleigh Primary School,958.4107583523946,206,Salesian College,770.1096004448399,153
114,ID694047850,4 Franks Gr,KEW,4,h,2550000.0,10/09/2016,2.0,2.0,603.0,89.0,-37.8095,145.0391,19904.0,1352.5118061566307,15,True,271.67,771.67,74.0,Ruyton Girls' School,179.4732766326035,54,Ruyton Girls' School,179.4732766326035,5
115,ID658138693,1/33 Oconnor St,RESERVOIR,2,t,672000.0,29/07/2017,1.0,1.0,243.0,7.0,-37.71045,145.0018,20009.0,736.5779480918802,35,True,885.0,1901.0,227.67,Reservoir Primary School,450.7993151808285,not ranked,William Ruthven Secondary College,1536.790932301334,not ranked
116,ID495915014,138 Cecil St,FITZROY,3,h,1210000.0,23/09/2017,1.0,1.0,155.0,69.0,-37.79451,144.98208,19975.0,1204.9417464774388,14,False,2047.67,9171.0,742.33,Fitzroy Primary School,569.1429361583826,not ranked,Fitzroy High School,1169.2259919438914,248
117,ID775931662,5/46 Greeves St,ST KILDA,2,u,431000.0,18/06/2016,1.0,1.0,0.0,79.0,-37.8665,144.9833,19956.0,957.0529542982081,19,False,1363.67,6287.67,564.33,St Kilda Primary School,651.4033319348961,169,Yesodei HaTorah College,749.0182018661728,38
118,ID556661832,22 Dyson St,RESERVOIR,3,h,510000.0,12/08/2017,2.0,2.0,292.0,69.0,-37.71331,144.9871,20010.0,1796.6282271354414,33,False,885.0,1901.0,227.67,Reservoir West Primary School,1020.2804276644872,not ranked,Darul Ulum College of Victoria,1631.1546301014323,261
119,ID172815757,7 Atkinson St,TEMPLESTOWE,4,h,2600000.0,12/08/2017,2.0,3.0,1330.0,10.0,-37.75343,145.11958,19986.0,4248.35845822605,45,False,281.67,524.33,75.33,St Kevin's School,919.1322933553728,130,Templestowe College,1576.5760651074077,307
120,ID203666851,54 Marshall Rd,AIRPORT WEST,3,h,720000.0,6/08/2016,1.0,1.0,620.0,8.0,-37.7173,144.8872,20032.0,3001.318217617432,28,False,1202.0,5034.33,333.0,St Christopher's School,1054.1357724277211,274,Penleigh &amp; Essendon Grammar School,2222.281461813545,not ranked
121,ID274008741,748 Burwood Rd,HAWTHORN EAST,5,h,1700000.0,6/08/2016,3.0,2.0,431.0,99.0,-37.825,145.0536,19853.0,480.9343859895692,19,False,1144.33,6845.67,375.67,Auburn Primary School,592.763476957735,344,SEDA College (Victoria),637.0668268119724,not ranked
122,ID461000679,33 Wales St,THORNBURY,3,h,1245000.0,18/03/2017,1.0,1.0,409.0,49.0,-37.7633,145.0087,20015.0,1028.539089271602,24,False,2532.33,5455.0,713.0,Wales Street Primary School,199.60106704229537,175,Santa Maria College,957.3512293188325,137
123,ID156883919,3 Vaucluse St,BRIGHTON,4,h,2250000.0,3/06/2017,2.0,1.0,512.0,79.0,-37.9031,144.9938,19952.0,798.5585665610887,26,False,2897.33,11243.0,942.0,Firbank Grammar School,434.4368885120318,24,Firbank Grammar School,434.4368885120318,29
124,ID845111811,199 Hawke St,WEST MELBOURNE,3,t,1500000.0,16/09/2017,2.0,1.0,862.0,99.0,-37.80947000000001,144.94473,22239.0,451.5966053782493,7,True,647.0,2861.33,222.67,North Melbourne Primary School,1303.246096013046,182,Simonds Catholic College,816.0037959146865,262
125,ID591886499,7a Robinson St,BRIGHTON EAST,5,h,1760000.0,15/10/2016,3.0,2.0,601.0,69.0,-37.919,145.0194,19939.0,1555.068960900987,33,False,2744.33,10289.67,780.0,St Finbar's School,346.8613481099358,336,Brighton Secondary College,131.02713970221276,213
126,ID702085302,2/5 Marilyn Ct,WATSONIA,3,u,549000.0,27/06/2016,1.0,1.0,0.0,39.0,-37.7141,145.0754,19984.0,817.7134865523552,38,False,244.0,484.67,61.0,Macleod College,1217.7534763143033,not ranked,Macleod College,1217.7534763143033,459
127,ID389015318,45 Roseberry St,HAWTHORN EAST,2,h,1335000.0,17/09/2016,1.0,0.0,229.0,119.0,-37.8265,145.0484,19903.0,508.91779022460327,18,False,1144.33,6845.67,375.67,Auburn Primary School,716.4458099894065,344,SEDA College (Victoria),680.438296077066,not ranked
128,ID828408218,11 Walter St,HADFIELD,3,h,810000.0,17/06/2017,1.0,2.0,634.0,19.0,-37.71236,144.94332,19962.0,1537.5919461481603,27,True,1841.67,9184.67,533.33,St Thomas More's School,581.8496666119765,not ranked,Pascoe Vale Girls Secondary College,899.9453789964649,not ranked
129,ID632733012,3 Artemis Ct,TEMPLESTOWE LOWER,4,h,1280000.0,19/08/2017,2.0,2.0,887.0,49.0,-37.77493,145.12547,20042.0,4943.215176688284,26,False,2532.33,5455.0,713.0,St Gregory the Great School,690.4844231264734,174,Templestowe College,880.2862573130035,307
130,ID313053228,41 Witken Av,WANTIRNA SOUTH,4,h,930000.0,29/07/2017,2.0,2.0,639.0,34.0,-37.8789,145.24262,19869.0,4205.581269724705,49,False,98.67,190.67,19.0,Holy Trinity School,161.45759297646308,not ranked,St Andrews Christian College,587.7016182695208,135
131,ID550596217,249 Punt Rd,RICHMOND,4,h,950000.0,8/10/2016,1.0,0.0,254.0,129.0,-37.8201,144.9898,22247.0,443.58273506522755,11,False,824.67,1890.33,159.33,Richmond West Primary School,889.8038946344781,452,Lynall Hall Community School,1167.302075295754,559
132,ID378952432,1/233 Huntingdale Rd,OAKLEIGH,3,u,637000.0,26/07/2016,1.0,2.0,119.0,49.0,-37.9058,145.1043,19916.0,605.1506363579766,31,False,898.67,6529.67,480.0,Amsleigh Park Primary School,726.0199410073737,not ranked,Sacred Heart Girls' College,1650.4940187259624,93
133,ID984821466,55a Park St,ABBOTSFORD,4,h,1600000.0,4/06/2016,1.0,2.0,120.0,5.0,-37.8072,144.9941,19976.0,299.26055755088817,12,False,1202.0,5034.33,333.0,Abbotsford Primary School,459.4560929709684,not ranked,Collingwood College,566.1884615807561,359
134,ID445076629,11 Muldowney St,ABERFELDIE,3,t,1300000.0,25/02/2017,3.0,1.0,593.0,3.0,-37.7584,144.8968,22253.0,1727.7263018163321,18,False,817.67,1779.67,181.0,Our Lady of the Nativity School,229.34531491936542,373,Ave Maria College,223.25724641423975,111
135,ID922377159,11/74 Barkly St,ST KILDA,2,u,902000.0,29/04/2017,1.0,1.0,18.0,89.0,-37.8624,144.9823,19957.0,1109.602369738493,17,True,1412.0,6364.0,699.33,St Kilda Park Primary School,619.7886057532174,73,Cheder Levi Yitzchok Inc,868.8685818563341,not ranked
136,ID344838031,16a Billson St,BRIGHTON EAST,2,h,980000.0,4/06/2016,1.0,1.0,247.0,79.0,-37.917,145.0137,19951.0,1542.1838354674496,28,False,2744.33,10289.67,780.0,St Finbar's School,340.02289718361925,336,Brighton Secondary College,591.5085192535425,213
137,ID403186357,1/31 Kenilworth St,RESERVOIR,1,u,270000.0,24/06/2017,1.0,1.0,0.0,39.0,-37.71408,145.00441,20010.0,386.4446576669351,33,False,885.0,1901.0,227.67,Reservoir Primary School,361.757681315697,not ranked,William Ruthven Secondary College,1943.8233014314098,not ranked
138,ID397511172,1/308 Canterbury Rd,SURREY HILLS,2,u,805000.0,13/08/2016,1.0,2.0,297.0,119.0,-37.8255,145.092,19894.0,323.6207810650449,25,False,2403.67,5212.33,586.67,Surrey Hills Primary School,782.8265264976219,141,Strathcona Baptist Girls' Grammar,1101.7327124113565,not ranked
139,ID729941296,46 Clayton St,SUNSHINE NORTH,3,h,595000.0,22/07/2017,1.0,0.0,557.0,14.0,-37.76812,144.82528,20004.0,1062.3758064730262,22,False,1412.0,6364.0,699.33,Albion North Primary School,696.3013396532272,not ranked,Braybrook College,2260.2238724678796,139
140,ID556439439,50 Windella Av,KEW EAST,3,h,2125000.0,16/09/2017,2.0,2.0,741.0,102.0,-37.7955,145.05046000000004,19932.0,2517.474445671953,26,False,288.0,712.0,75.67,St Anne's School,58.45882761696656,293,Kew High School,1134.559555944732,124
141,ID180128606,10/79 Oxford St,COLLINGWOOD,2,u,1260000.0,3/09/2016,1.0,1.0,0.0,119.0,-37.8042,144.9845,19976.0,814.3405379120516,12,False,1071.33,5783.67,419.67,St Joseph's School,448.3253265681096,113,Collingwood College,544.5214264374549,359
142,ID607229652,22 Evelyn St,CLAYTON,6,h,1361000.0,17/06/2017,3.0,4.0,726.0,39.0,-37.91945,145.1315,22249.0,1125.381486247518,34,False,84.67,371.67,13.0,St Peter's School,940.9921593767481,345,John Monash Science School,632.3627293361199,59
143,ID575621833,41 Monash St,ASCOT VALE,3,h,1230000.0,8/10/2016,1.0,2.0,594.0,59.0,-37.7819,144.9064,20027.0,599.3881638830624,-1,False,2489.67,11817.33,1268.67,Ascot Vale West Primary School,437.3267889892577,not ranked,Footscray City College,1493.2416548657452,166
144,ID351455949,1 Jordan St,BRUNSWICK WEST,2,h,1315000.0,24/09/2016,1.0,2.0,554.0,89.0,-37.7715,144.9426,19970.0,1375.7933557826927,12,False,958.67,5673.0,628.0,Brunswick South West Primary School,131.08914549027736,316,Brunswick Secondary College,1094.0288041281424,211
145,ID758610690,93 Burke Rd,FERNTREE GULLY,3,h,770000.0,19/08/2017,1.0,0.0,720.0,99.0,-37.87356,145.27515,19869.0,1669.672469601218,49,False,56.33,98.33,19.0,Wattle View Primary School,356.35717439622005,not ranked,Fairhills High School,1416.3901996562743,406
146,ID425177645,103 Woodland St,ESSENDON,3,h,1550000.0,15/07/2017,1.0,1.0,730.0,39.0,-37.74253,144.91753,20036.0,601.1754941303036,19,False,1253.67,7401.33,484.67,St Vincent de Paul's School,582.5773936951086,189,Strathmore Secondary College,1014.5795298089744,133
147,ID450690448,3/17 Anderson Rd,SUNSHINE,3,h,460000.0,7/11/2016,2.0,1.0,119.0,10.0,-37.7939,144.8261,22241.0,843.8151790558622,14,False,2403.67,5212.33,586.67,Sunshine Primary School,553.5991509418035,not ranked,Sunshine College,476.56603431584716,233
148,ID373183445,31 Turner St,ABBOTSFORD,4,h,1542000.0,24/09/2016,3.0,1.0,0.0,99.0,-37.7994,144.9965,19975.0,182.19522404659827,14,False,1202.0,5034.33,333.0,Collingwood College,661.8491867534979,not ranked,Collingwood College,661.8491867534979,359
149,ID286601942,67 Wilson St,SOUTH YARRA,2,h,1460000.0,9/09/2017,1.0,2.0,175.0,119.0,-37.84401,144.99839,19947.0,336.10311212071815,16,False,1245.0,3886.0,447.67,Toorak Primary School,1019.5036336009969,83,Melbourne High School,843.8666344052,2
150,ID933259318,50 Gloucester St,RESERVOIR,3,h,950000.0,19/11/2016,2.0,2.0,565.0,99.0,-37.7196,144.997,20010.0,930.6272669433091,33,True,824.67,1890.33,159.33,Reservoir West Primary School,659.6092560852469,not ranked,Preston High School,2589.9208188892308,not ranked
151,ID515440676,10/17 Gordon St,FOOTSCRAY,2,u,270000.0,3/06/2017,1.0,1.0,0.0,131.0,-37.78895,144.89014,20023.0,1492.746419589938,12,False,298.0,735.0,154.0,Footscray North Primary School,610.2905833539983,235,Footscray City College,414.5424787811218,166
152,ID767932531,193 Mary St,RICHMOND,2,h,1102000.0,4/06/2016,1.0,1.0,167.0,119.0,-37.8255,145.0013,19907.0,385.5517803048386,11,True,824.67,1890.33,159.33,Richmond Primary School,493.4525757711969,260,Richmond High School,910.4345264331278,not ranked
153,ID448209302,117 East St,HADFIELD,3,h,731000.0,3/06/2017,1.0,2.0,608.0,18.0,-37.70527,144.95084,19961.0,872.9277543958174,29,False,1841.67,9184.67,533.33,St Thomas More's School,566.1471421529218,not ranked,Darul Ulum College of Victoria,1836.4746565804464,261
154,ID488245733,116 High St,GLEN IRIS,5,h,2825000.0,17/09/2016,4.0,4.0,802.0,6.0,-37.8627,145.0719,19848.0,833.9459877081874,31,False,1923.67,8979.33,620.33,Glen Iris Primary School,582.677910676551,120,Korowa Anglican Girls' School,1523.4649367325985,13
155,ID960315865,64 Pilgrim St,SEDDON,3,h,880000.0,15/10/2016,1.0,0.0,216.0,129.0,-37.8052,144.8941,20024.0,378.73848806201715,11,False,824.67,1890.33,159.33,Footscray City Primary School,557.4043947125795,97,Gilmore College For Girls,682.7659456308228,387
156,ID685161700,55 Dunvegan Dr,KURUNJANG,3,h,375000.0,29/07/2017,2.0,1.0,637.0,39.0,-37.66195,144.59785,19980.0,5114.531290023422,37,False,121.0,242.0,42.33,Kurunjang Primary School,1397.8078155471972,not ranked,Kurunjang Secondary College,1608.6595446019355,506
157,ID111927787,133 Yarra St,ABBOTSFORD,2,h,1190000.0,22/07/2017,2.0,1.0,147.0,19.0,-37.80269000000001,145.0001,19976.0,594.7496718564454,12,False,1214.67,5603.67,375.33,Sophia Mundi Steiner School,463.6203585181842,not ranked,Sophia Mundi Steiner School,463.6203585181842,not ranked
158,ID683206742,31 Duke St,AVONDALE HEIGHTS,3,h,750000.0,8/10/2016,1.0,1.0,529.0,49.0,-37.7721,144.8576,22241.0,2842.2624680076387,14,False,1654.0,9119.67,550.0,Avondale Primary School,746.4501955555671,326,Braybrook College,1119.690571816665,139
159,ID747593711,104 Williamstown Rd,KINGSVILLE,2,h,677500.0,7/05/2016,1.0,1.0,224.0,104.0,-37.8083,144.8841,20023.0,730.5776717565643,12,False,888.0,2196.0,181.33,Yarraville West Primary School,726.9579190920234,105,Gilmore College For Girls,1396.1509542739498,387
160,ID526704837,124 Northumberland Dr,EPPING,4,h,598000.0,3/06/2017,2.0,3.0,558.0,44.0,-37.64262,145.0407,20005.0,1432.2756933679943,45,False,2006.67,7754.33,1051.33,Meadowglen Primary School,1091.8734573868437,not ranked,Epping Secondary College,659.3316335207254,309
161,ID706371925,20 McDougall Dr,FOOTSCRAY,3,t,757000.0,28/08/2016,2.0,2.0,102.0,8.0,-37.7987,144.8807,20023.0,534.0656494212828,12,True,268.33,736.0,128.33,St John's School,510.4569684960132,489,Gilmore College For Girls,1248.573730876526,387
162,ID581763281,18/4 Wests Rd,MARIBYRNONG,2,u,353000.0,27/05/2017,1.0,1.0,4977.0,19.0,-37.77367,144.88161000000005,20027.0,2737.364202705239,-1,False,717.33,1763.0,318.67,St Margaret's Primary School,1121.2307872216763,216,Maribyrnong Secondary College,874.2418196839575,not ranked
163,ID742520916,7 Berberis Pl,HOPPERS CROSSING,4,h,540000.0,12/08/2017,2.0,2.0,650.0,17.0,-37.85954,144.71456,19922.0,2900.120479865715,31,False,512.0,1119.67,175.67,Al-Taqwa College,1009.2048838849416,not ranked,Al-Taqwa College,1009.2048838849416,400
164,ID554351805,14 Enderby Ct,BRAYBROOK,3,h,797000.0,8/07/2017,1.0,2.0,694.0,59.0,-37.79382,144.85107,20022.0,1206.8765265154236,15,False,2897.33,11243.0,942.0,Dinjerra Primary School,503.15689708843956,not ranked,Caroline Chisholm Catholic College,890.4049588825582,not ranked
165,ID321075890,64 Glyndon Rd,CAMBERWELL,4,h,3050000.0,3/06/2017,2.0,2.0,984.0,89.0,-37.84,145.07853,19850.0,514.705275750581,27,False,3767.67,18925.0,2042.33,St Dominic's School,481.7538762171398,82,Siena College Ltd,790.081711265001,not ranked
166,ID557522253,8 Wicklow St,PASCOE VALE,3,h,767000.0,4/03/2017,1.0,1.0,505.0,69.0,-37.7187,144.9432,19962.0,1593.4050853748272,27,False,705.33,5479.67,335.0,Pascoe Vale North Primary School,545.1902106248734,not ranked,Pascoe Vale Girls Secondary College,689.8029770402227,not ranked
167,ID982909360,231 Station St,FAIRFIELD,3,h,1065000.0,23/04/2016,1.0,2.0,630.0,89.0,-37.7713,145.0196,19930.0,907.7180406279668,23,False,334.67,1407.67,88.33,Fairfield Primary School,748.3714104829102,193,Virtual School Victoria,1162.2276205987378,not ranked
168,ID276611594,13 Bowen St,PRAHRAN,2,h,1400000.0,3/09/2017,1.0,0.0,212.0,119.0,-37.85491,145.00373000000005,19946.0,1006.1728659100439,18,False,705.33,5479.67,335.0,Our Lady of Lourdes School,572.6616456529396,67,The King David School,699.8417381163221,27
169,ID349170407,4/34 Rochester Rd,CANTERBURY,2,u,722000.0,12/11/2016,1.0,1.0,0.0,54.0,-37.8205,145.0828,19893.0,464.7533809889346,23,False,3703.67,18944.0,2039.33,Fintona Girls' School,633.2028595760888,5,Fintona Girls' School,633.2028595760888,not ranked
170,ID981325197,15/36 Brighton Rd,BALACLAVA,1,u,500000.0,27/11/2016,1.0,0.0,0.0,91.0,-37.87300000000001,144.9907,19956.0,462.5194124808372,19,False,1654.0,9119.67,550.0,St Kilda Primary School,342.60641329325233,169,Yesodei HaTorah College,633.9631677036091,38
171,ID529966823,24 Newlands Rd,COBURG NORTH,4,h,820000.0,4/03/2017,1.0,3.0,498.0,9.0,-37.7329,144.9721,19964.0,818.1194859577311,23,False,1097.67,5916.0,553.33,Australian International Academy of Education,650.187785547198,not ranked,Australian International Academy of Education,650.187785547198,not ranked
172,ID456811742,31 Cobden St,NORTH MELBOURNE,3,h,1425000.0,3/09/2017,1.0,3.0,163.0,139.0,-37.80452,144.95718,19842.0,768.4648432103987,4,False,84.33,293.33,23.0,North Melbourne Primary School,863.8158801116639,182,Simonds Catholic College,410.996829933763,262
173,ID947550337,67 Norwood St,ALBION,3,h,621000.0,20/05/2017,1.0,3.0,547.0,49.0,-37.7765,144.8123,20004.0,1098.8510541417713,22,False,298.0,735.0,154.0,Albion Primary School,679.0145051675072,not ranked,Marian College,1362.999150043243,not ranked
174,ID140571992,984 Lygon St,CARLTON NORTH,2,h,1150000.0,24/09/2016,1.0,2.0,373.0,49.0,-37.7828,144.9702,19969.0,1333.0966150445306,14,False,3703.67,18944.0,2039.33,Princes Hill Primary School,324.76391847327426,not ranked,Princes Hill Secondary College,461.11933845875353,not ranked
175,ID625401599,10 Jarvie St,BRUNSWICK EAST,2,h,1024000.0,17/09/2016,1.0,1.0,148.0,5.0,-37.7721,144.9724,19968.0,1228.3835526175753,15,False,703.67,1502.0,135.67,Our Lady Help of Christians School,673.3810079171565,90,Sydney Road Community School,963.9091906364915,447
176,ID751826628,13/56 Sutherland Rd,ARMADALE,1,u,315000.0,22/08/2016,1.0,1.0,0.0,119.0,-37.8575,145.0174,19945.0,205.5243791952135,19,True,2489.67,11817.33,1268.67,Armadale Primary School,592.4468338505119,87,The King David School,612.2297166724142,27
177,ID947851127,6/229 Brighton Rd,ELWOOD,2,u,696750.0,3/06/2017,1.0,1.0,0.0,89.0,-37.88094,144.99471,19955.0,562.2295970798418,21,False,1666.0,9333.67,523.0,Elwood Primary School,561.1016954918958,309,Elwood College,849.2978942452982,175
178,ID434504358,4 The Highway,BENTLEIGH,3,h,1100000.0,15/10/2016,1.0,2.0,382.0,11.0,-37.9187,145.0461,19939.0,812.0693802461151,33,False,925.67,4701.33,308.67,St Paul's School,613.630595145854,211,McKinnon Secondary College,754.3217636639446,48
179,ID811137968,1 Gowanbrae Dr,GOWANBRAE,3,h,631000.0,3/09/2016,2.0,2.0,608.0,18.0,-37.709,144.8925,20032.0,2233.07556247161,28,False,1683.67,8938.67,509.33,Tullamarine Primary School,1367.1323477362687,not ranked,Gladstone Park Secondary College,2152.338943529268,not ranked
180,ID518409739,21/352 Canterbury Rd,ST KILDA,2,u,500000.0,27/11/2016,2.0,2.0,0.0,19.0,-37.859,144.9767,19957.0,1387.1432358684824,17,False,1363.67,6287.67,564.33,St Kilda Park Primary School,137.49993466888773,73,Wesley College,1229.0621603667855,98
181,ID472483267,5 Kendall St,PRESTON,3,h,1265000.0,4/03/2017,2.0,1.0,465.0,69.0,-37.7471,144.9877,20013.0,1109.5979635564506,27,False,705.33,5479.67,335.0,Bell Primary School,264.9035883105657,not ranked,St John's College Preston,972.1477066999491,not ranked
182,ID459860859,50 Cameron Pde,BUNDOORA,3,h,687000.0,17/06/2017,1.0,3.0,559.0,49.0,-37.69849,145.06705,19984.0,2025.0264816873864,38,False,684.0,1695.67,161.0,St Damian's School,866.1024438887149,394,Parade College,925.289467209251,173
183,ID127477165,420 Arden St,KENSINGTON,2,h,1000000.0,29/04/2017,1.0,0.0,159.0,44.0,-37.7985,144.9307,20026.0,474.20671754771087,6,False,288.0,712.0,75.67,Holy Rosary School,365.90703706855186,437,St Aloysius College,1239.612196692333,170
184,ID727723816,8 Tourello St,MITCHAM,3,h,960000.0,24/06/2017,1.0,0.0,781.0,34.0,-37.8105,145.20106,19900.0,1156.4503595427263,35,False,1471.0,7759.67,779.67,Mitcham Primary School,752.6702087081203,180,Mullauna Secondary College,1030.676557497635,not ranked
185,ID299743818,4/176 Ayr St,DONCASTER,2,u,782000.0,22/04/2017,1.0,1.0,261.0,35.0,-37.7731,145.1044,19935.0,4240.421667773241,30,False,3327.0,11071.67,1069.33,St Clement of Rome School,1396.2722507394476,196,Templestowe College,1697.4059387690886,307
186,ID682968837,1e The Avenue,COBURG,3,h,763000.0,14/05/2016,2.0,1.0,107.0,25.0,-37.7517,144.963,19966.0,326.85029987578355,19,False,1071.33,5783.67,419.67,Moreland Primary School,482.1152121156791,not ranked,Coburg High School,1497.8228237273556,79
187,ID623155774,1/53 Buckley St,MOONEE PONDS,2,u,435000.0,26/08/2017,1.0,1.0,1475.0,49.0,-37.75799,144.92354,22253.0,682.6991423509081,18,False,313.33,545.33,65.67,St Monica's Primary School,189.0700596723718,484,Lowther Hall Anglican Grammar School,783.5157640115693,not ranked
188,ID402864472,171 Southern Rd,HEIDELBERG WEST,3,h,950000.0,22/04/2017,1.0,3.0,695.0,63.0,-37.7416,145.0406,19936.0,2252.723155207831,33,False,1173.67,8523.67,974.67,St Pius X School,775.9474911546563,not ranked,East Preston Islamic College,934.4392538174802,491
189,ID152376409,47A Rosella St,MURRUMBEENA,4,t,1200000.0,27/11/2016,3.0,2.0,297.0,69.0,-37.895,145.0749,19918.0,240.6256283134834,27,False,268.33,736.0,128.33,Oakleigh Grammar,702.9252691253994,217,Oakleigh Grammar,702.9252691253994,270
190,ID705870366,716/22 Dorcas St,SOUTHBANK,1,u,385500.0,4/03/2017,1.0,1.0,1826.0,9.0,-37.8301,144.9697,22238.0,1334.8228054694164,6,False,1245.0,3886.0,447.67,Melbourne Grammar School,757.4131304386684,79,Victorian College Of The Arts Secondary School,481.13920118051584,not ranked
